source_path	decision	target	reason	chars_read
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_onfire.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	356
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_orphaned.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	405
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_owner_identifier_any.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	571
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_pack_setting_enabled.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	466
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_pack_setting_selected.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	510
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_persona_or_premium_skin.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	426
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_playing_dead.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	413
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_powered.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	389
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_pregnant.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	403
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_ram_attacking.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	416
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_resting.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	389
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_riding.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	355
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_riding_any_entity_of_type.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	450
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_rising.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	440
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_roaring.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	414
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_rolling.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	391
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_saddled.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	394
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_scared.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	423
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_scenting.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	454
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_searching.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	367
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_selected_item.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	405
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_shaking.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	461
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_shaking_wetness.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	426
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_sheared.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	432
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_shield_powered.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	456
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_silent.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	355
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_sitting.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	407
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_sleeping.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	393
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_sneaking.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	363
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_sneezing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	400
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_sniffing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	397
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_sonic_boom.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	377
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_spectator.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	384
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_sprinting.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	419
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_stackable.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	402
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_stalking.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	393
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_standing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	473
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_stunned.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	403
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_swimming.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	363
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_tamed.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	351
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_transforming.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	420
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_using_item.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	406
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_is_wall_climbing.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	385
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_item_in_use_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	455
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_item_is_charged.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	601
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_item_max_use_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	457
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_item_remaining_use_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	657
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_item_slot_to_bone_name.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	472
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_key_frame_lerp_time.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	387
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_kinetic_weapon_damage_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	518
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_kinetic_weapon_delay.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	458
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_kinetic_weapon_dismount_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	526
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_kinetic_weapon_knockback_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	530
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_last_frame_time.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	867
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_last_hit_by_player.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	480
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_last_input_mode_is_any.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	556
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_leashed_entity_count.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	404
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_lie_amount.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	376
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_life_span.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	410
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_life_time.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	406
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_log.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	318
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_main_hand_item_max_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	484
creator\Reference\Content\MolangReference\Examples\MolangConcepts\QueryFunctions\query_main_hand_item_use_duration.md	无需更新		参考字段与API已由docs/refs体系承接，本轮不手工镜像迁移	428
